2024-12-15 11:14:12.754038,2
2024-12-15 11:14:12.754038,771
2024-12-15 11:14:12.754038,1021
2024-12-15 11:14:12.754038,1022
2024-12-15 11:14:12.754038,1023
2024-12-15 11:14:12.755045,1023
2024-12-15 11:14:12.755141,535
2024-12-15 11:14:12.755141,1
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,2
2024-12-15 11:14:12.755141,1
2024-12-15 11:14:12.755141,136
2024-12-15 11:14:12.755141,1021
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1021
2024-12-15 11:14:12.755141,919
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,1
2024-12-15 11:14:12.755141,2
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,67
2024-12-15 11:14:12.755141,1019
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1021
2024-12-15 11:14:12.755141,1021
2024-12-15 11:14:12.755141,4
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,2
2024-12-15 11:14:12.755141,1
2024-12-15 11:14:12.755141,16
2024-12-15 11:14:12.755141,1020
2024-12-15 11:14:12.755141,159
2024-12-15 11:14:12.755141,1023
2024-12-15 11:14:12.755141,1021
2024-12-15 11:14:12.755141,1020
2024-12-15 11:14:12.755141,7
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,2
2024-12-15 11:14:12.755141,4
2024-12-15 11:14:12.755141,965
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1023
2024-12-15 11:14:12.755141,1020
2024-12-15 11:14:12.755141,311
2024-12-15 11:14:12.755141,1
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,3
2024-12-15 11:14:12.755141,3
2024-12-15 11:14:12.755141,232
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1021
2024-12-15 11:14:12.755141,704
2024-12-15 11:14:12.755141,1
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,2
2024-12-15 11:14:12.755141,96
2024-12-15 11:14:12.755141,1019
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,981
2024-12-15 11:14:12.755141,2
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,1
2024-12-15 11:14:12.755141,45
2024-12-15 11:14:12.755141,1016
2024-12-15 11:14:12.755141,1021
2024-12-15 11:14:12.755141,1022
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.755141,1018
2024-12-15 11:14:12.755141,16
2024-12-15 11:14:12.755141,0
2024-12-15 11:14:12.760808,0
2024-12-15 11:14:12.760808,0
2024-12-15 11:14:12.760808,16
2024-12-15 11:14:12.760808,1019
2024-12-15 11:14:12.760808,1021
2024-12-15 11:14:12.760808,1023
2024-12-15 11:14:12.760808,1022
2024-12-15 11:14:12.760808,1021
2024-12-15 11:14:12.760808,122
2024-12-15 11:14:12.760808,0
2024-12-15 11:14:12.760808,0
2024-12-15 11:14:12.760808,1
2024-12-15 11:14:12.760808,5
2024-12-15 11:14:12.760808,404
2024-12-15 11:14:12.760808,1022
2024-12-15 11:14:12.760808,1022
2024-12-15 11:14:12.761804,1022
2024-12-15 11:14:12.761804,1021
2024-12-15 11:14:12.761804,604
2024-12-15 11:14:12.761804,0
2024-12-15 11:14:12.761804,0
2024-12-15 11:14:12.761804,1
2024-12-15 11:14:12.761804,3
2024-12-15 11:14:12.761804,192
2024-12-15 11:14:12.761804,1022
2024-12-15 11:14:12.761804,1022
2024-12-15 11:14:12.761804,1021
2024-12-15 11:14:12.761804,1021
2024-12-15 11:14:12.761804,772
2024-12-15 11:14:12.761804,0
2024-12-15 11:14:12.761804,1
2024-12-15 11:14:12.761804,0
2024-12-15 11:14:12.761804,4
2024-12-15 11:14:12.761804,40
2024-12-15 11:14:12.761804,1021
